Coin,Experiment,Model,Window_Size,Period,Month,Dataset,Accuracy,F1,Recall,AUROC,AUPRC
ETHUSDT,I,levit,30,7days,2024-04,Test,0.9982,0.9982,0.9992,0.9999,0.9999
ETHUSDT,I,levit,30,7days,2024-02,Test,0.9993,0.9993,0.9998,1.0,1.0
ETHUSDT,I,levit,5,14days,2024-03,Test,1.0,1.0,1.0,0.9999,0.9991
ETHUSDT,I,levit,5,14days,2024-02,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,levit,5,14days,2024-04,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,levit,5,14days,2024-06,Train,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,levit,5,14days,2024-05,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,levit,5,14days,2024-08,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,levit,5,21days,2024-08,Test,1.0,1.0,0.9999,1.0,1.0
ETHUSDT,I,levit,5,21days,2024-05,Test,1.0,1.0,0.9999,1.0,1.0
ETHUSDT,I,levit,5,21days,2024-03,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,levit,5,21days,2024-06,Train,0.9997,0.9997,0.9994,1.0,1.0
ETHUSDT,I,levit,5,21days,2024-04,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,levit,5,21days,2024-02,Test,1.0,1.0,1.0,1.0,1.0
